timestamp,TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,U
1523826142.45987988,7948175,1,0,0,0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,1
1523826142.56011796,8048413,1,8000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826142.76005793,8248353,1,8200,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826142.96003604,8448331,1,8400,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826143.16008687,8648382,1,8600,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826143.36007285,8848368,1,8800,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826143.56006789,9048363,1,9000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826143.76000690,9248302,1,9200,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826143.95995283,9448248,1,9400,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826144.16047692,9648772,1,9600,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826144.36000681,9848302,1,9800,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826144.56006289,10048358,1,10000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826144.75996494,10248260,1,10200,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826144.96007991,10448375,1,10400,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826145.16003895,10648334,1,10600,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826145.36000204,10848297,1,10800,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826145.55987787,11048173,1,11000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826145.76002192,11248317,1,11200,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826145.96001482,11448310,1,11400,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826146.16014004,11648435,1,11600,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826146.36010599,11848401,1,11800,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826146.56001282,12048308,1,12000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826146.76007700,12248372,1,12200,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826146.96001983,12448315,1,12400,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826147.16017795,12648473,1,12600,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826147.36010981,12848405,1,12800,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826147.56004500,13048340,1,13000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826147.75999784,13248293,1,13200,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826147.95994687,13448242,1,13400,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826148.16009498,13648390,1,13600,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826148.35999489,13848290,1,13800,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826148.56021285,14048508,1,14000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826148.76007700,14248372,1,14200,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826148.95995688,14448252,1,14400,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826149.16010284,14648398,1,14600,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826149.36009789,14848393,1,14800,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826149.56024098,15048536,1,15000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826149.76012397,15248419,1,15200,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826149.96011686,15448412,1,15400,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826150.15999699,15648292,1,15600,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826150.36011100,15848406,1,15800,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826150.55995393,16048249,1,16000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826150.76011586,16248411,1,16200,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826150.96000791,16448303,1,16400,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826151.16004682,16648342,1,16600,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826151.36006403,16848359,1,16800,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
1523826151.55988002,17048175,1,17000,0,0,99.99,0.0,0.0,-17.0,0.0,0.0,0.0,1
